Spectrum Title,HTML Description,ASCII Spectrum ,ASCII Spectrum Error Bars ,ASCII Wavelengths ,ASCII Bandpass ,Full Range Plot,Range 1 Plot: 0.2-1.0 microns,Range 2 Plot: 0.2-2.5 microns,Range 3 Plot: 1.5-5.5 microns,Range 4 Plot: 2.5-25 microns,Range 5 Plot: 4000-50 inverse centimeters,GIF Wavelengths  Plot,GIF Bandpass  Plot
Naphthalene ENOZ cgr 89K     ASDFRa AREF,D:\usgs_splib07\../HTMLmetadata/Naphthalene_ENOZ_cgr_89K_ASDFRa_AREF.html,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/ChapterO_OrganicCompounds/splib07a_Naphthalene_ENOZ_cgr_89K_ASDFRa_AREF.txt,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/errorbars/errorbars_for_splib07a_Naphthalene_ENOZ_cgr_89K_ASDFRa_AREF.txt,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Wavelengths_ASD_0.35-2.5_microns_2151_ch.txt,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Bandpass_(FWHM)_ASDFR_StandardResolution.txt,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/ChapterO_OrganicCompounds/splib07a_Naphthalene_ENOZ_cgr_89K_ASDFRa_AREF.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range1_uv_to_visible/splib07a_Naphthalene_ENOZ_cgr_89K_ASDFRa_AREF_range1_uv_to_vis.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range2_visible_to_swir/splib07a_Naphthalene_ENOZ_cgr_89K_ASDFRa_AREF_range2_vis_to_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range3_swir/splib07a_Naphthalene_ENOZ_cgr_89K_ASDFRa_AREF_range3_swir.gif,,,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Wavelengths_ASD_0.35-2.5_microns_2151_ch.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Bandpass_(FWHM)_ASDFR_StandardResolution.gif
Naphthalene ENOZ 75K         ASDHRa AREF,D:\usgs_splib07\../HTMLmetadata/Naphthalene_ENOZ_75K_ASDHRa_AREF.html,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/ChapterO_OrganicCompounds/splib07a_Naphthalene_ENOZ_75K_ASDHRa_AREF.txt,,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Wavelengths_ASD_0.35-2.5_microns_2151_ch.txt,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Bandpass_(FWHM)_ASDHR_High-Resolution.txt,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/ChapterO_OrganicCompounds/splib07a_Naphthalene_ENOZ_75K_ASDHRa_AREF.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range1_uv_to_visible/splib07a_Naphthalene_ENOZ_75K_ASDHRa_AREF_range1_uv_to_vis.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range2_visible_to_swir/splib07a_Naphthalene_ENOZ_75K_ASDHRa_AREF_range2_vis_to_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range3_swir/splib07a_Naphthalene_ENOZ_75K_ASDHRa_AREF_range3_swir.gif,,,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Wavelengths_ASD_0.35-2.5_microns_2151_ch.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Bandpass_(FWHM)_ASDHR_High-Resolution.gif
Naphthalene ENOZ 85K         NIC4aa RREF,D:\usgs_splib07\../HTMLmetadata/Naphthalene_ENOZ_85K_NIC4aa_RREF.html,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/ChapterO_OrganicCompounds/splib07a_Naphthalene_ENOZ_85K_NIC4aa_RREF.txt,,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Wavelengths_NIC4_Nicolet_1.12-216microns.txt,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Bandpass_(FWHM)_NIC4_Nicolet_in_microns.txt,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/ChapterO_OrganicCompounds/splib07a_Naphthalene_ENOZ_85K_NIC4aa_RREF.gif,,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range2_visible_to_swir/splib07a_Naphthalene_ENOZ_85K_NIC4aa_RREF_range2_vis_to_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range3_swir/splib07a_Naphthalene_ENOZ_85K_NIC4aa_RREF_range3_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range4_swir_to_mir/splib07a_Naphthalene_ENOZ_85K_NIC4aa_RREF_range4_swir_to_mir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range5_swir_to_fir_wavenumber/splib07a_Naphthalene_ENOZ_85K_NIC4aa_RREF_range5_swir_to_fir_wavenumber.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Wavelengths_NIC4_Nicolet_1.12-216microns.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Bandpass_(FWHM)_NIC4_Nicolet_in_microns.gif
Naringenin SA-N5893          ASDHRa AREF,D:\usgs_splib07\../HTMLmetadata/Naringenin_SA-N5893_ASDHRa_AREF.html,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/ChapterO_OrganicCompounds/splib07a_Naringenin_SA-N5893_ASDHRa_AREF.txt,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/errorbars/errorbars_for_splib07a_Naringenin_SA-N5893_ASDHRa_AREF.txt,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Wavelengths_ASD_0.35-2.5_microns_2151_ch.txt,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Bandpass_(FWHM)_ASDHR_High-Resolution.txt,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/ChapterO_OrganicCompounds/splib07a_Naringenin_SA-N5893_ASDHRa_AREF.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range1_uv_to_visible/splib07a_Naringenin_SA-N5893_ASDHRa_AREF_range1_uv_to_vis.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range2_visible_to_swir/splib07a_Naringenin_SA-N5893_ASDHRa_AREF_range2_vis_to_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range3_swir/splib07a_Naringenin_SA-N5893_ASDHRa_AREF_range3_swir.gif,,,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Wavelengths_ASD_0.35-2.5_microns_2151_ch.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Bandpass_(FWHM)_ASDHR_High-Resolution.gif
Nitrobenzene SA-72980 85K    NIC4aa RREF,D:\usgs_splib07\../HTMLmetadata/Nitrobenzene_SA-72980_85K_NIC4aa_RREF.html,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/ChapterO_OrganicCompounds/splib07a_Nitrobenzene_SA-72980_85K_NIC4aa_RREF.txt,,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Wavelengths_NIC4_Nicolet_1.12-216microns.txt,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Bandpass_(FWHM)_NIC4_Nicolet_in_microns.txt,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/ChapterO_OrganicCompounds/splib07a_Nitrobenzene_SA-72980_85K_NIC4aa_RREF.gif,,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range2_visible_to_swir/splib07a_Nitrobenzene_SA-72980_85K_NIC4aa_RREF_range2_vis_to_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range3_swir/splib07a_Nitrobenzene_SA-72980_85K_NIC4aa_RREF_range3_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range4_swir_to_mir/splib07a_Nitrobenzene_SA-72980_85K_NIC4aa_RREF_range4_swir_to_mir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range5_swir_to_fir_wavenumber/splib07a_Nitrobenzene_SA-72980_85K_NIC4aa_RREF_range5_swir_to_fir_wavenumber.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Wavelengths_NIC4_Nicolet_1.12-216microns.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Bandpass_(FWHM)_NIC4_Nicolet_in_microns.gif
Nonadecane SA-N28906         NIC4aa RREF,D:\usgs_splib07\../HTMLmetadata/Nonadecane_SA-N28906_NIC4aa_RREF.html,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/ChapterO_OrganicCompounds/splib07a_Nonadecane_SA-N28906_NIC4aa_RREF.txt,,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Wavelengths_NIC4_Nicolet_1.12-216microns.txt,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Bandpass_(FWHM)_NIC4_Nicolet_in_microns.txt,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/ChapterO_OrganicCompounds/splib07a_Nonadecane_SA-N28906_NIC4aa_RREF.gif,,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range2_visible_to_swir/splib07a_Nonadecane_SA-N28906_NIC4aa_RREF_range2_vis_to_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range3_swir/splib07a_Nonadecane_SA-N28906_NIC4aa_RREF_range3_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range4_swir_to_mir/splib07a_Nonadecane_SA-N28906_NIC4aa_RREF_range4_swir_to_mir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range5_swir_to_fir_wavenumber/splib07a_Nonadecane_SA-N28906_NIC4aa_RREF_range5_swir_to_fir_wavenumber.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Wavelengths_NIC4_Nicolet_1.12-216microns.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Bandpass_(FWHM)_NIC4_Nicolet_in_microns.gif
Nonane fine frost 84K        ASDFRa AREF,D:\usgs_splib07\../HTMLmetadata/Nonane_fine_frost_84K_ASDFRa_AREF.html,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/ChapterO_OrganicCompounds/splib07a_Nonane_fine_frost_84K_ASDFRa_AREF.txt,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/errorbars/errorbars_for_splib07a_Nonane_fine_frost_84K_ASDFRa_AREF.txt,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Wavelengths_ASD_0.35-2.5_microns_2151_ch.txt,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Bandpass_(FWHM)_ASDFR_StandardResolution.txt,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/ChapterO_OrganicCompounds/splib07a_Nonane_fine_frost_84K_ASDFRa_AREF.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range1_uv_to_visible/splib07a_Nonane_fine_frost_84K_ASDFRa_AREF_range1_uv_to_vis.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range2_visible_to_swir/splib07a_Nonane_fine_frost_84K_ASDFRa_AREF_range2_vis_to_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range3_swir/splib07a_Nonane_fine_frost_84K_ASDFRa_AREF_range3_swir.gif,,,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Wavelengths_ASD_0.35-2.5_microns_2151_ch.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Bandpass_(FWHM)_ASDFR_StandardResolution.gif
Nonane fine frost 84K        NIC4aa RREF,D:\usgs_splib07\../HTMLmetadata/Nonane_fine_frost_84K_NIC4aa_RREF.html,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/ChapterO_OrganicCompounds/splib07a_Nonane_fine_frost_84K_NIC4aa_RREF.txt,,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Wavelengths_NIC4_Nicolet_1.12-216microns.txt,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Bandpass_(FWHM)_NIC4_Nicolet_in_microns.txt,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/ChapterO_OrganicCompounds/splib07a_Nonane_fine_frost_84K_NIC4aa_RREF.gif,,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range2_visible_to_swir/splib07a_Nonane_fine_frost_84K_NIC4aa_RREF_range2_vis_to_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range3_swir/splib07a_Nonane_fine_frost_84K_NIC4aa_RREF_range3_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range4_swir_to_mir/splib07a_Nonane_fine_frost_84K_NIC4aa_RREF_range4_swir_to_mir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range5_swir_to_fir_wavenumber/splib07a_Nonane_fine_frost_84K_NIC4aa_RREF_range5_swir_to_fir_wavenumber.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Wavelengths_NIC4_Nicolet_1.12-216microns.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Bandpass_(FWHM)_NIC4_Nicolet_in_microns.gif
Octane SA-74822 medfrost 85K ASDFRa AREF,D:\usgs_splib07\../HTMLmetadata/Octane_SA-74822_medfrost_85K_ASDFRa_AREF.html,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/ChapterO_OrganicCompounds/splib07a_Octane_SA-74822_medfrost_85K_ASDFRa_AREF.txt,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/errorbars/errorbars_for_splib07a_Octane_SA-74822_medfrost_85K_ASDFRa_AREF.txt,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Wavelengths_ASD_0.35-2.5_microns_2151_ch.txt,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Bandpass_(FWHM)_ASDFR_StandardResolution.txt,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/ChapterO_OrganicCompounds/splib07a_Octane_SA-74822_medfrost_85K_ASDFRa_AREF.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range1_uv_to_visible/splib07a_Octane_SA-74822_medfrost_85K_ASDFRa_AREF_range1_uv_to_vis.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range2_visible_to_swir/splib07a_Octane_SA-74822_medfrost_85K_ASDFRa_AREF_range2_vis_to_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range3_swir/splib07a_Octane_SA-74822_medfrost_85K_ASDFRa_AREF_range3_swir.gif,,,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Wavelengths_ASD_0.35-2.5_microns_2151_ch.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Bandpass_(FWHM)_ASDFR_StandardResolution.gif
Octane SA-74822 medfrost 87K NIC4aa RREF,D:\usgs_splib07\../HTMLmetadata/Octane_SA-74822_medfrost_87K_NIC4aa_RREF.html,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/ChapterO_OrganicCompounds/splib07a_Octane_SA-74822_medfrost_87K_NIC4aa_RREF.txt,,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Wavelengths_NIC4_Nicolet_1.12-216microns.txt,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Bandpass_(FWHM)_NIC4_Nicolet_in_microns.txt,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/ChapterO_OrganicCompounds/splib07a_Octane_SA-74822_medfrost_87K_NIC4aa_RREF.gif,,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range2_visible_to_swir/splib07a_Octane_SA-74822_medfrost_87K_NIC4aa_RREF_range2_vis_to_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range3_swir/splib07a_Octane_SA-74822_medfrost_87K_NIC4aa_RREF_range3_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range4_swir_to_mir/splib07a_Octane_SA-74822_medfrost_87K_NIC4aa_RREF_range4_swir_to_mir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range5_swir_to_fir_wavenumber/splib07a_Octane_SA-74822_medfrost_87K_NIC4aa_RREF_range5_swir_to_fir_wavenumber.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Wavelengths_NIC4_Nicolet_1.12-216microns.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Bandpass_(FWHM)_NIC4_Nicolet_in_microns.gif
Paraffin gfwax 273K          NIC4aa RREF,D:\usgs_splib07\../HTMLmetadata/Paraffin_gfwax_273K_NIC4aa_RREF.html,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/ChapterO_OrganicCompounds/splib07a_Paraffin_gfwax_273K_NIC4aa_RREF.txt,,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Wavelengths_NIC4_Nicolet_1.12-216microns.txt,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Bandpass_(FWHM)_NIC4_Nicolet_in_microns.txt,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/ChapterO_OrganicCompounds/splib07a_Paraffin_gfwax_273K_NIC4aa_RREF.gif,,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range2_visible_to_swir/splib07a_Paraffin_gfwax_273K_NIC4aa_RREF_range2_vis_to_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range3_swir/splib07a_Paraffin_gfwax_273K_NIC4aa_RREF_range3_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range4_swir_to_mir/splib07a_Paraffin_gfwax_273K_NIC4aa_RREF_range4_swir_to_mir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range5_swir_to_fir_wavenumber/splib07a_Paraffin_gfwax_273K_NIC4aa_RREF_range5_swir_to_fir_wavenumber.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Wavelengths_NIC4_Nicolet_1.12-216microns.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Bandpass_(FWHM)_NIC4_Nicolet_in_microns.gif
Paraffin gfwax T~85K         ASDFRa AREF,D:\usgs_splib07\../HTMLmetadata/Paraffin_gfwax_T~85K_ASDFRa_AREF.html,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/ChapterO_OrganicCompounds/splib07a_Paraffin_gfwax_T~85K_ASDFRa_AREF.txt,,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Wavelengths_ASD_0.35-2.5_microns_2151_ch.txt,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Bandpass_(FWHM)_ASDFR_StandardResolution.txt,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/ChapterO_OrganicCompounds/splib07a_Paraffin_gfwax_T~85K_ASDFRa_AREF.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range1_uv_to_visible/splib07a_Paraffin_gfwax_T~85K_ASDFRa_AREF_range1_uv_to_vis.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range2_visible_to_swir/splib07a_Paraffin_gfwax_T~85K_ASDFRa_AREF_range2_vis_to_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range3_swir/splib07a_Paraffin_gfwax_T~85K_ASDFRa_AREF_range3_swir.gif,,,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Wavelengths_ASD_0.35-2.5_microns_2151_ch.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Bandpass_(FWHM)_ASDFR_StandardResolution.gif
Pentacene SA-P1802           ASDHRa AREF,D:\usgs_splib07\../HTMLmetadata/Pentacene_SA-P1802_ASDHRa_AREF.html,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/ChapterO_OrganicCompounds/splib07a_Pentacene_SA-P1802_ASDHRa_AREF.txt,,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Wavelengths_ASD_0.35-2.5_microns_2151_ch.txt,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Bandpass_(FWHM)_ASDHR_High-Resolution.txt,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/ChapterO_OrganicCompounds/splib07a_Pentacene_SA-P1802_ASDHRa_AREF.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range1_uv_to_visible/splib07a_Pentacene_SA-P1802_ASDHRa_AREF_range1_uv_to_vis.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range2_visible_to_swir/splib07a_Pentacene_SA-P1802_ASDHRa_AREF_range2_vis_to_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range3_swir/splib07a_Pentacene_SA-P1802_ASDHRa_AREF_range3_swir.gif,,,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Wavelengths_ASD_0.35-2.5_microns_2151_ch.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Bandpass_(FWHM)_ASDHR_High-Resolution.gif
Pentacene SA-P1802           NIC4aa RREF,D:\usgs_splib07\../HTMLmetadata/Pentacene_SA-P1802_NIC4aa_RREF.html,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/ChapterO_OrganicCompounds/splib07a_Pentacene_SA-P1802_NIC4aa_RREF.txt,,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Wavelengths_NIC4_Nicolet_1.12-216microns.txt,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Bandpass_(FWHM)_NIC4_Nicolet_in_microns.txt,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/ChapterO_OrganicCompounds/splib07a_Pentacene_SA-P1802_NIC4aa_RREF.gif,,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range2_visible_to_swir/splib07a_Pentacene_SA-P1802_NIC4aa_RREF_range2_vis_to_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range3_swir/splib07a_Pentacene_SA-P1802_NIC4aa_RREF_range3_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range4_swir_to_mir/splib07a_Pentacene_SA-P1802_NIC4aa_RREF_range4_swir_to_mir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range5_swir_to_fir_wavenumber/splib07a_Pentacene_SA-P1802_NIC4aa_RREF_range5_swir_to_fir_wavenumber.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Wavelengths_NIC4_Nicolet_1.12-216microns.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Bandpass_(FWHM)_NIC4_Nicolet_in_microns.gif
Pentacene SA-P1802 75K       ASDHRa AREF,D:\usgs_splib07\../HTMLmetadata/Pentacene_SA-P1802_75K_ASDHRa_AREF.html,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/ChapterO_OrganicCompounds/splib07a_Pentacene_SA-P1802_75K_ASDHRa_AREF.txt,,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Wavelengths_ASD_0.35-2.5_microns_2151_ch.txt,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Bandpass_(FWHM)_ASDHR_High-Resolution.txt,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/ChapterO_OrganicCompounds/splib07a_Pentacene_SA-P1802_75K_ASDHRa_AREF.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range1_uv_to_visible/splib07a_Pentacene_SA-P1802_75K_ASDHRa_AREF_range1_uv_to_vis.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range2_visible_to_swir/splib07a_Pentacene_SA-P1802_75K_ASDHRa_AREF_range2_vis_to_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range3_swir/splib07a_Pentacene_SA-P1802_75K_ASDHRa_AREF_range3_swir.gif,,,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Wavelengths_ASD_0.35-2.5_microns_2151_ch.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Bandpass_(FWHM)_ASDHR_High-Resolution.gif
Pentacene SA-P1802 85K       NIC4aa RREF,D:\usgs_splib07\../HTMLmetadata/Pentacene_SA-P1802_85K_NIC4aa_RREF.html,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/ChapterO_OrganicCompounds/splib07a_Pentacene_SA-P1802_85K_NIC4aa_RREF.txt,,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Wavelengths_NIC4_Nicolet_1.12-216microns.txt,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Bandpass_(FWHM)_NIC4_Nicolet_in_microns.txt,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/ChapterO_OrganicCompounds/splib07a_Pentacene_SA-P1802_85K_NIC4aa_RREF.gif,,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range2_visible_to_swir/splib07a_Pentacene_SA-P1802_85K_NIC4aa_RREF_range2_vis_to_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range3_swir/splib07a_Pentacene_SA-P1802_85K_NIC4aa_RREF_range3_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range4_swir_to_mir/splib07a_Pentacene_SA-P1802_85K_NIC4aa_RREF_range4_swir_to_mir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range5_swir_to_fir_wavenumber/splib07a_Pentacene_SA-P1802_85K_NIC4aa_RREF_range5_swir_to_fir_wavenumber.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Wavelengths_NIC4_Nicolet_1.12-216microns.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Bandpass_(FWHM)_NIC4_Nicolet_in_microns.gif
